userid,InboundCall,IsDealSeeker,IsDirtLover,IsDreamer,IsGreen,IsResearcher,TradeInValueGenerated,InboundCallCount,TotalInboundCallLength,BureauIncome,CreditScore1,CreditScore2,FraudScore,Income,MedianVehicleFuelEcon,MedianVehiclePrice,TradeInValueAmount,LeadSource,AgeCategory,accountcreationdatetime,PhoneNumber_hashed,MedianVehicleMileage
5354,0,0,0,0,0,1,0,0,407,66336,587,620,336,67250,14,20097,6555,Website,18-35,2018-03-28 06:47:00,3DB54495FF919C86A6EEF8A80BB187C3F8E196B61EC1380B96D9267B9EE59F83,35124
5355,0,0,0,0,0,1,1,0,277,46060,577,640,406,34357,28,23893,10713,Website,35-45,2018-04-03 15:16:00,3E597B2F7467E8EE305C2B0F85FF6C3646548E1BEE9BF95999C499D0601DE1F0,46998
5356,0,0,1,0,0,0,1,0,220,59627,645,696,303,59452,24.2,21683,14031,Website,18-35,2018-03-06 14:22:00,ADEA2A1B4EAC9A1C523D4D04F693FB73604D143D61164A9E3A95FD1A3272E8D7,37359
5357,0,1,0,0,0,0,1,0,291,43137,689,696,308,58848,37.5,22321,9116,Website,18-35,2018-01-01 04:18:00,34AC5DA12239520816BEFD57E0E085138D688A25C0030771A311A077F078E0EB,35199
5358,0,0,1,1,0,0,0,1,328,59148,663,674,242,48278,32,25509,14731,Website,65+,2018-05-06 06:34:00,90E6861CCEE4C32C21DA8CD19A2F8EA95D84A78ACD70458B5B4BA26C4EE30D05,41034
5359,0,0,1,0,0,0,0,0,272,50767,626,663,251,33224,29.5,17453,9346,Website,65+,2018-04-28 03:06:00,4B7E530E7E084557D93E6BA947471EA1E05AAF8023295ED5B33E8D4D17FA0AC3,48022
5360,0,0,0,0,0,0,0,0,345,54240,651,609,263,62022,23.9,30747,8245,Website,55-65,2018-01-22 23:50:00,A94C22AAD0200F24C467FFF707661DD631DFFF529BF71B8101900BA19AE9AE3B,44209
5361,1,0,1,0,0,0,1,0,335,59422,666,723,404,74009,25.4,15571,9502,Website,35-45,2018-02-24 18:34:00,BEE03E4AC638E17E6ED253766BFC88A3539B08C38887564351E47EF5DBA508C7,27110
5362,0,0,0,0,0,0,0,0,268,73302,589,652,299,77191,33.4,15269,8478,ThirdPartyListing,18-35,2018-03-10 23:29:00,DF5CE47B5E58232AFA65403E36641E7E2AFD3CB4D11761DE5389B85337670AC4,39626
5363,0,0,0,0,0,0,0,0,191,48850,664,697,389,52689,28.3,23844,10688,Website,45-55,2018-03-20 01:05:00,4C52D5D73CD3D4A56BAC035E68C8FBF66A503FACC78FB370D985FFFE90B1A849,33938
5364,0,0,1,0,0,0,0,0,267,45456,636,607,442,41300,25.7,27480,6233,Website,65+,2018-02-22 00:27:00,03DA085B45A2B40B1FB5EAA502878B72E69AFD8032B535417B57BA0748EBCB84,42317
5365,1,1,0,0,0,0,1,1,235,52650,717,668,319,51181,30,31422,14827,Website,45-55,2018-04-11 22:53:00,B217F1D51593B6ABC7BF42A07BF1293D6563106CFBA427A95195D270E000FFA9,33555
5366,0,0,0,0,0,0,0,0,362,49325,665,585,292,55088,28.2,21073,10775,Website,55-65,2018-04-01 21:16:00,70C62AF4815691D67E10F6559E6C6E4A2E5277D7E468A8BA49420903CEFBED9F,38244
5367,1,0,0,0,1,0,1,0,159,43198,659,638,348,60252,25.5,23812,11279,ThirdPartyListing,65+,2018-02-22 14:01:00,E8085939CC79FFADB805EC2E8962390C911BB65364150D4F3F4BE0C4D37A3FCF,47779
5368,1,0,1,1,0,0,1,0,294,49523,790,862,401,46745,25.8,22578,7062,ThirdPartyListing,45-55,2018-02-20 13:31:00,0E26E74A7ADFE7FC28F4436ABFCC7EF0577F0969C20F315EB6E2ACF206A0EACB,25911
5369,0,0,0,0,0,0,1,0,250,47795,632,605,256,69281,31.6,30466,8111,Website,35-45,2018-03-11 18:49:00,5239A469AE34A5C9CA412B88252E0C62C2A1ED27076554AE27F77C58EB0FB987,46741
5370,0,0,0,0,0,0,1,1,402,65513,692,682,440,73188,25.8,25921,5319,ThirdPartyListing,18-35,2018-01-16 16:04:00,,37658
5371,0,0,0,0,1,0,1,0,292,68591,677,718,457,49025,21.1,16138,12174,Website,45-55,2018-01-17 08:25:00,A7DA1B9F657C25497BFD55E1D0AA8DCEBFAE8DBAAF54E8A86674CDA5F7E388BE,38921
5372,0,0,0,0,0,1,1,0,334,41107,773,832,382,39940,39.4,14258,6639,Website,55-65,2018-02-24 13:34:00,54261721342EBF69949A8CE21897A430371E4D735A05BABD7CE325C9CDAB847B,31255
5373,0,0,0,0,0,1,1,0,268,53042,619,649,409,65020,24.8,24786,7931,ThirdPartyListing,35-45,2018-02-02 20:49:00,7B7E7C8B18D9C3A33790D75748AB40A6AE8CB0158E4FC34A527FB5EE60E151B0,46064
5374,0,0,0,0,0,0,1,0,229,42774,555,579,332,36117,34.3,25834,4872,ThirdPartyListing,35-45,2018-03-01 06:24:00,BB47608566ECB058330A41B6AC3D7015D15AB9ABE0063B1026C7D4E837F9F774,38127
5375,0,0,0,0,0,0,0,1,262,47805,590,632,335,70225,28.5,15094,4322,ThirdPartyListing,35-45,2018-01-24 09:16:00,20014D64A936BF4B42E1F39B8931A37545C491E5D7EE8A808367DC21D4B0C1B3,44486
5376,0,0,0,0,0,1,0,0,319,46478,618,633,193,20837,26.5,20181,10817,Website,55-65,2018-01-20 20:03:00,,44563
5377,1,0,0,0,0,0,0,0,309,53660,678,759,311,41299,26.7,19973,10483,Website,35-45,2018-04-13 22:43:00,CC4602986912DCB7DDD7CCABBB7EDBADDA4AB6151E41B5C206ADCE5AE76F248C,33631
5378,0,0,0,0,0,0,1,0,353,51601,710,787,322,33938,28.9,26875,8368,ThirdPartyFinancing,45-55,2018-01-23 15:40:00,,46147
5379,0,0,0,0,1,0,1,0,380,63320,674,664,294,59475,26.9,26828,5858,Website,45-55,2018-01-08 23:12:00,,41579
5380,0,0,1,0,0,0,0,0,191,44062,699,719,379,45852,28.6,26920,3688,Website,18-35,2018-05-05 07:19:00,309F19C48078AE16BCB288CBB9E820C39259F495AEA48257BCB6AAB5DE8C972F,22618
5381,0,0,0,0,0,0,1,0,200,64024,579,614,323,57598,23.9,23797,13315,Website,65+,2018-01-26 16:27:00,C3C4B67867E5B637EF46A3D451EF234EFA760459B840BFECFC22737CD255F5C6,47197
5382,0,0,0,0,0,0,1,0,328,34900,605,619,359,31907,27.1,29715,12867,Website,35-45,2018-01-27 20:07:00,C4134C7B74B4D3BF2FF14629939F87F76A226489975A61AD936C5C1812C9E414,51317
5383,0,0,0,0,0,0,1,1,256,50443,743,779,494,50573,29.6,22066,7186,ThirdPartyListing,18-35,2018-04-28 16:18:00,DEC1F579B93004389F2BB642B440902864E1E768470A00BD5439945BFAA904CF,31113
5384,0,0,0,0,0,0,1,0,265,35596,620,612,283,31258,26,23741,8217,Website,55-65,2018-03-20 17:09:00,B147E31F14FAA4FBA515D2555B3E66131BE8235E273EA5566A082C99BDDBE576,25851
5385,0,0,0,1,0,0,0,0,199,67338,560,542,352,69841,30.6,24899,9327,Website,18-35,2018-03-21 15:18:00,,39989
5386,0,1,0,0,0,1,1,0,383,51912,659,653,475,58986,13.9,29093,10161,ThirdPartyListing,18-35,2018-04-04 12:13:00,42CA988C33F27CF97B0BB81F69CDA7A9EE119A7442E0BF743CAAFEB4D1FEF19F,51030
5387,0,0,0,0,0,0,0,0,267,27902,624,593,332,36059,24.4,19147,11252,Website,18-35,2018-04-23 20:08:00,7F00C1C3E892A9BA3435A8BE3ABD3B9A5C976F4E82E7B858A64D12A3C08E1D59,45309
5388,0,0,0,0,0,0,0,0,374,65840,624,618,287,67550,25,28180,6608,Website,35-45,2018-02-17 20:33:00,,25240
5389,0,0,0,1,0,0,1,0,328,39475,616,653,377,46668,31.2,26072,12637,ThirdPartyListing,18-35,2018-01-27 18:58:00,D13AC942C8DFCD318B774A60DAAC7207B35975D4FB90C13E8F20CD204E0584C4,31568
5390,0,0,0,0,0,0,1,0,297,46737,670,715,452,45321,32.5,15522,9985,ThirdPartyListing,55-65,2018-01-13 20:52:00,18DA2FA7F94F7CF9F8400D0E181627B51EBD93964045A6345B0F99752E9AF142,35527
5391,0,0,0,0,0,1,0,0,222,42785,625,645,405,41995,30,29437,8865,Website,65+,2018-05-01 10:37:00,19953ACC8994F85CC239B78A708F68BFF7370EDE0EF313E56407E5A92FDC35C2,35487
5392,1,0,0,0,0,0,0,0,312,53648,705,722,362,68180,32.2,21567,10335,Website,55-65,2018-03-22 10:39:00,2104D18C82419B25A0BA8758B1D6E14C592B0C6A5ADCC4FC559E32DC32BCA414,40008
5393,0,0,0,0,0,0,0,0,289,66424,617,604,419,79087,31.6,17470,10042,Website,55-65,2018-03-15 03:14:00,4FB00F0FADDDB690A428F10D1B97EEF8123AF21903D1B210AA65AE53FC1971F6,47484
5394,0,0,0,0,1,0,1,0,326,69285,574,614,382,79162,35.6,23406,9398,Website,35-45,2018-04-26 22:02:00,,43560
5395,0,0,0,0,0,0,0,1,376,46835,664,671,430,60768,28.4,22233,5972,Website,45-55,2018-01-06 07:16:00,2B5B289129EB920946AA18CD780C7BC884C1153262093F1416E13E9755A9C104,40432
5396,0,0,0,1,0,0,1,0,277,40894,611,623,301,29165,27.2,20795,9544,Website,35-45,2018-01-29 02:38:00,,26734
5397,0,1,0,0,1,1,0,0,279,60495,618,640,269,65056,32.8,25456,8458,ThirdPartyFinancing,45-55,2018-04-22 13:23:00,,43094
5398,0,0,0,1,0,0,1,0,262,39267,624,625,381,47013,28.7,24215,10686,Website,45-55,2018-01-19 01:33:00,C46925866018934A81790CF5B29739D29AC4C2C48C74E8773263C1FA4154E51A,45878
5399,0,0,0,0,0,0,1,0,267,60963,656,661,340,70539,25.6,23902,6481,Website,45-55,2018-01-01 00:01:00,D4801700BD361C4D425374EF3BE987E67F041B075155D22F699B791769CB23E0,29262
5400,0,0,0,0,1,0,0,2,393,39555,611,560,346,42077,23.4,24247,10134,Website,35-45,2018-04-04 07:11:00,84EB2661BCE9FF15B4774903B312E2465F070D51F80521BE998C3B7722EB90BC,23451
5401,0,0,0,0,0,0,0,1,225,60888,812,850,172,61963,24,23451,5106,Website,55-65,2018-03-06 14:14:00,0AE8AF37BE294C984CDE5ED17F4ED3A66C1C0DA827E456C7FB0D5A8282A31E76,39608
5402,0,0,0,0,0,0,0,0,232,55500,698,717,420,43625,33.7,19461,8185,ThirdPartyListing,45-55,2018-05-05 06:05:00,E9904A51A7224A8C0A11D107D0C0FD0ED6CBAEB24840C88B3F86443F1127A32D,47956
5403,0,0,1,0,0,0,0,1,255,64107,612,620,312,46970,19.8,25586,10629,ThirdPartyListing,45-55,2018-04-08 01:12:00,4DF8366C1A68914A22B92686B57B7B15064C8713B699EC0727A4D21AAEB63B01,38497
5404,0,0,0,0,0,0,0,0,197,30404,586,561,320,28024,18.7,24646,7494,Website,65+,2018-01-01 19:57:00,9F3EDC86DD96C973DA7F7C9C3F1C36AF7BD90AE0ABEFADBA6C7C0724137952A0,45478
5405,1,0,0,0,0,0,0,0,318,40868,635,663,399,47654,21.5,26116,6647,Website,18-35,2018-03-22 03:28:00,76DF296DDA036F8EED6968225AEF94CA614F884FE1F1C848E00DC9D1C64B0A68,37271
5406,0,0,0,0,0,1,1,1,286,43759,621,597,366,44932,28.7,22236,6696,Website,55-65,2018-01-01 16:13:00,C878C7079296CC881C225C0C24CDD1E5892DF2E0739B9E42314791CD53F84D87,33030
5407,0,0,0,0,0,0,1,0,167,42390,622,671,371,47226,22.7,30837,7146,Website,18-35,2018-05-05 10:59:00,CE5323165FFC8A2285A8BC34D1C7F577D541B6AE5C2D0DE168D65DABF5B5B22D,46276
5408,0,0,0,1,0,0,1,0,424,47070,576,622,280,68954,36.2,17007,10698,Website,45-55,2018-02-24 04:35:00,A4AB02AF351448F58BB21567F7774665F7698D081A1B132A0CB2B8BC0CFF9DBB,29240
5409,1,0,1,0,0,0,0,0,272,41964,563,560,292,40579,22.2,25744,8014,ThirdPartyFinancing,55-65,2018-04-28 03:56:00,48A0235DBDFCCE013BF5A7E7586A83B3F65C4C057458327EF63BA418477031B9,48344
5410,0,0,0,0,0,0,1,1,355,55433,647,653,445,62421,26.2,30020,10520,ThirdPartyListing,45-55,2018-04-15 14:52:00,,36726
5411,0,0,0,0,0,0,0,0,386,71358,613,623,261,64373,18.3,21177,10161,Website,45-55,2018-03-05 16:24:00,,33035
5412,1,0,0,1,0,0,1,0,300,55009,690,654,372,43278,28.6,17818,6390,Website,45-55,2018-02-25 04:07:00,B9B06F9730D52031B8760857B7DA31B459EDC20CE1CFACCEFEC25FEE683273A5,42259
5413,0,0,0,0,0,1,0,0,478,52777,668,601,441,60475,21.7,19486,8295,ThirdPartyListing,45-55,2018-01-07 04:58:00,57D94C5DBCC2DC7BB3A808624CFAF47EB6A9750C4674342794F944B5C766C12C,31724
5414,0,0,0,0,0,1,1,0,289,66280,705,674,384,78572,33.3,30850,11181,Website,55-65,2018-02-01 03:49:00,D66539192F91FBAC4F350E3017070D6FBA5B7D3E677AA3A39590F23812BD6EF5,33377
5415,0,1,0,0,0,1,1,0,308,28989,593,536,364,23641,21,18780,5944,Website,45-55,2018-02-06 22:13:00,403B9C0018047B08932919736C0A34480EEF68B2CF3B58999E749D0EE057A51A,39225
5416,0,0,0,0,0,0,0,0,397,48004,647,637,357,34806,33.2,23574,10146,ThirdPartyListing,18-35,2018-02-01 18:43:00,,33470
5417,0,0,1,0,0,1,1,0,159,52193,652,664,276,54141,20.9,26619,7106,Website,35-45,2018-05-05 21:24:00,A7B036A78D246E11ED8902A49DC750EFB6F87325ACE6D54F2BA8DDCB50C31E1E,30601
5418,0,0,0,0,0,1,1,0,241,52623,564,538,289,47386,21.5,26145,10344,Website,18-35,2018-01-01 01:25:00,2FCADE863728914CB7B43F900C4490C54C10FE25DF639EDFFF037A5F87EDB5AB,19586
5419,0,0,0,0,0,1,0,0,404,40327,623,633,342,30124,32.9,27270,6978,Website,35-45,2018-02-01 05:46:00,2F54EEFB18479BAC64B530BDE0AD06973567143B5E706662BF2CCE95BB8F5613,47122
5420,1,0,1,0,0,0,0,1,331,49948,696,775,429,54294,31.9,19329,10243,Website,45-55,2018-04-28 03:33:00,DE996B7FE897A873F2BA5733DEC7CA8B03F4229361E1A36B2D31162E836D0989,39484
5421,0,0,0,0,1,0,1,0,238,57245,679,691,332,77103,27.2,22068,11130,Website,45-55,2018-02-07 07:54:00,72A9734E7305A7C02B84640AB9EED59077AAE0C5FDE3BAB679BA663C509E92DC,41800
5422,0,1,0,0,0,0,0,0,412,46856,606,616,391,64393,20.1,34168,7780,ThirdPartyListing,55-65,2018-03-25 03:44:00,,36123
5423,0,0,1,0,0,1,1,0,203,70385,638,614,380,57755,33.2,17578,12186,ThirdPartyListing,55-65,2018-04-18 23:03:00,89524933EAF142131892781203E0CCBA19B6F77BFF91396F835F18BF497109A3,41355
5424,1,0,1,0,0,0,1,0,373,60644,714,715,363,67392,19.4,23857,8063,Website,35-45,2018-01-16 20:08:00,6021C8D00B8BC40BFC2EEFE3CF9DC6BEDF2A55925884A09CC501D4EF0E916B9D,43864
5425,0,0,0,0,0,0,1,0,373,46654,653,630,244,39566,28.8,21343,8881,ThirdPartyListing,35-45,2018-03-13 13:03:00,D2343D753FF95DBB69A053FBCA3AD32AF8EFE22F265D137A6F3C233C7E527104,38018
5426,0,0,0,0,1,0,0,0,324,49042,598,649,277,58731,31.3,29167,9653,Website,18-35,2018-01-15 21:10:00,81574BE60F6777F705E095F58183AE7EB2628A63EB300E1E40E3103D0F189A24,48797
5427,0,0,1,0,0,0,0,1,254,54597,573,639,378,68258,25,24766,7526,ThirdPartyFinancing,55-65,2018-02-27 23:47:00,131E6456559D965F1EE6655B65259A5212C7B8F217EA5B84D1D6B0AD063705E9,43737
5428,0,0,0,0,0,0,0,0,453,37475,743,734,396,22719,27.7,25595,7878,ThirdPartyListing,55-65,2018-02-17 12:28:00,7204B247A8F1CDFE1FBC4EB2A223B73841DDD1406C93615E95D5D307625E1EDE,41357
5429,0,0,0,1,0,0,0,0,304,33871,644,660,338,7541,19.1,23558,12537,Website,18-35,2018-01-02 23:20:00,98749B7D400FCDBCD6FDE7C57B5B0D9312BE2AF7B8556A6705DBD321AC6851F8,29147
5430,0,0,0,1,0,0,1,0,318,59988,650,650,292,69884,22.8,28644,9902,ThirdPartyListing,45-55,2018-03-31 20:07:00,E83C314E3FCEE7351647DD52CA3E2DE7606FFA315423541B85911C390CC614FF,46344
5431,0,0,1,1,0,0,0,0,372,51133,612,636,308,61525,26.4,23693,9910,ThirdPartyListing,18-35,2018-01-22 17:18:00,D516487F62EDBC518DAEDE6C47D285E60260057405E9378410124006357B7E48,37632
5432,0,0,0,0,1,0,0,0,312,65836,709,734,335,74407,25.1,21776,6244,ThirdPartyListing,55-65,2018-04-14 04:48:00,923EAF8F6E27D4FB44202412F596C1B4468DB1B8BB1335888742AF282B2EBBAA,34138
5433,0,0,0,0,0,1,0,0,311,35463,660,686,335,38656,14.5,30439,11232,ThirdPartyListing,65+,2018-02-02 08:40:00,0C498A5A0E5C8FB4FF3D7AACDC13969C802932497C766AE835F45ACCF70A643A,39992
5434,0,0,0,0,1,0,1,0,162,58060,691,709,428,44644,29,32990,9794,Website,45-55,2018-01-28 23:21:00,B5C1E82421358E3F2269991D8D5B0B5085BAA2B3D7B31562380D1E15002D014E,44565
5435,1,0,0,0,0,0,1,0,388,57380,683,641,454,61293,28.2,28172,7363,ThirdPartyListing,35-45,2018-03-21 05:13:00,10E0DDC4341865CD840CA4F06A6CDC76B83534A8700C7F6E0DBF1ECB85C71541,31558
5436,0,0,0,0,0,1,1,0,280,56061,629,615,271,74600,29.3,28153,11569,Website,35-45,2018-03-05 08:18:00,,39498
5437,0,0,0,0,0,0,0,0,380,53601,620,611,378,43714,26.3,27586,10509,ThirdPartyListing,55-65,2018-03-29 05:32:00,A87FC5E4C9C4E9D927A390892C50178CA79B4825BBE90C0EFCFD84A883D18078,33419
5438,0,0,1,0,0,0,0,0,434,57695,665,770,289,51160,20.6,30670,6376,Website,45-55,2018-03-03 00:21:00,ED68870C110A0157D66659A69B97592DD2691A597C7DC0B7612CC18AA061E754,37476
5439,0,0,1,0,0,1,0,0,371,58448,672,686,413,60005,16.1,21512,11042,Website,65+,2018-04-20 16:21:00,33558B2F2ADDBB82F340AB393F8F8C55FBC273F948CEBD137DEFE8E7C0FF6CA9,37094
5440,0,0,0,0,0,0,1,0,270,60075,671,656,429,62523,25.6,18988,11248,ThirdPartyListing,65+,2018-02-27 14:39:00,102E9A2E6EC6B807A6A620293EE454B0E9DD1413D1FC3682BBAC65746AE96760,47480
5441,0,0,0,1,0,0,0,0,463,53287,697,776,395,69420,17.2,24702,11202,Website,18-35,2018-01-21 13:58:00,0372336A0AAB126B3E6B27BC68D5031D89F91AAEA05F8715628E1178E2105FF1,41351
5442,0,0,1,0,0,0,0,0,339,53643,630,635,293,47096,30.5,25843,5381,Website,45-55,2018-03-12 15:54:00,,45531
5443,0,0,0,0,1,0,0,1,291,43467,687,678,389,39372,35.7,19048,9805,Website,18-35,2018-03-26 22:20:00,9638A29A9B57C99A4552567F99A79F10D411FC34265A87E8F2F4B4EE910991CB,47703
5444,0,0,0,0,0,0,0,1,434,25527,632,602,376,60336,27.5,27412,9682,ThirdPartyListing,35-45,2018-01-20 19:45:00,,49295
5445,0,0,0,0,0,0,0,0,254,54894,609,626,427,61335,13.4,22937,9339,Website,45-55,2018-02-28 18:15:00,95AC298437FE9736FD8CF58B7D0FF525A2902BE8C4F5CE4093ABA1C2945FA4A6,43136
5446,0,0,0,0,0,0,1,0,195,54041,627,667,414,58781,28.4,32214,7068,Website,45-55,2018-05-09 13:06:00,8636DB450D1183B91CA502011E2777EE34821FFD4DFF1B0DE037BB5FD32097DC,29713
5447,0,0,0,1,0,0,0,0,280,49838,739,765,306,58259,25.8,33527,4503,ThirdPartyListing,18-35,2018-02-18 05:57:00,602328A379BE4F7E2023EC34A77F4EF6C12F5A21F17B4740B6D29374069D5D81,48404
5448,1,0,0,1,0,0,0,0,280,55606,642,635,308,70038,24.2,15241,6564,Website,45-55,2018-04-12 01:24:00,23127CF4FAF54B86BD35949FFA91147E811C88C66EC69C4CAFA7B2A2C16FA1F0,28321
5449,1,0,0,0,0,0,1,0,350,54512,655,661,404,53383,18,20042,10361,Website,18-35,2018-01-23 21:41:00,9E50F77D9D929E9F8A581995B0D219476BB01A643CCAF4FBCCE312F4ACB826C8,40455
5450,0,0,0,0,1,1,0,1,386,66566,617,610,401,76403,23.4,28233,7388,Website,45-55,2018-02-06 16:47:00,0F96CE93E4FDAEFE8FCA4DC9AA24AA81706B9DAA8B9852FBAD9445ADCD591847,27087
5451,0,0,0,0,1,0,1,0,416,37814,594,573,426,52173,32.8,24503,6721,Website,18-35,2018-02-10 13:22:00,2346146335093E7669616DE4D2B16379F5F74D31DE6F2183405866022921D9B8,36093
5452,0,0,0,0,0,0,1,1,270,44844,694,721,288,45258,18.9,23020,9323,ThirdPartyListing,18-35,2018-01-30 06:47:00,0F19708A964396AA6BDB7F29706B6B0F2BC2BF3FE87A4E057A29B67298E9AFA2,36486
5453,0,0,0,0,1,1,0,1,299,48264,635,622,378,41086,29.2,21823,11542,Website,18-35,2018-03-28 10:05:00,010530545AB1A6090539371C5D200A0FFE39A3E08D5122BF6E4FF8B4AFB69A68,33352
5454,1,0,0,0,0,0,0,0,404,49013,649,668,376,28061,29.5,32694,8955,Website,45-55,2018-05-10 06:06:00,D99451B32297B5BC33D239DCBF80D898097DC7655FFEDD303DFAF60D79C27372,32879
5455,0,0,0,0,0,0,1,1,231,31254,702,716,334,46408,26.9,25631,4148,ThirdPartyListing,45-55,2018-03-08 14:39:00,612BE3D065A6D5FEB6CF3ACCDBAC9EB7F934C03CEB6E1E1BFB3CE3DD8CA6E9F9,29334
5456,0,0,0,0,1,0,0,0,337,43536,642,627,360,33702,29.3,19984,10552,ThirdPartyListing,35-45,2018-01-08 01:08:00,65659D63207D1B2C339EA7D9EA0716AD931399F0C296618DF82B2A5806AAC0C9,43126
5457,0,0,0,0,1,0,1,0,148,42158,541,558,286,38576,26,23812,10088,Website,45-55,2018-02-07 19:16:00,ABED2644A42EC532E0ADEAE52AC346DD07DB9E5C3A4F077CB20688627040FBC6,38341
5458,0,0,0,0,0,0,1,1,279,43524,565,604,272,41317,28.7,22321,7603,Website,55-65,2018-02-07 11:24:00,972CD0A1272A882C50DD4CF77DB826BA9C2F3D42449851DBA46DBFE20E30AE45,35185
5459,0,0,0,1,0,1,0,0,308,49827,675,684,322,67836,18.2,26058,9343,Website,65+,2018-03-08 08:07:00,7F9E54DB7D5EEEA9CEEDBCE75993004A04D4D9810C1C4BC2D542DDD5EA372640,43771
5460,0,0,0,0,0,0,0,0,219,77716,630,653,343,81889,16.4,31699,4775,Website,18-35,2018-05-04 13:10:00,2925A42D6966D7CC3B4B5976E2F9AFA39859BE4CA81E4F7DDCED332DB1412ECB,30431
5461,0,1,0,0,0,0,0,1,374,52809,691,747,265,56304,30.6,23066,5130,ThirdPartyListing,18-35,2018-02-10 07:19:00,A26578901E6AFF21E82F6114E5B9C1C099E5C762097F5DB467430965CED2F23D,49650
5462,0,0,0,0,0,0,1,0,263,41107,655,667,259,47998,31.7,28338,7595,ThirdPartyListing,35-45,2018-04-01 00:36:00,C45F7EA8873B8CB781D026B1DBFE06C7DD79551DF9C6CB49FBF3826C4E5A9C91,48862
5463,1,0,1,0,0,0,1,0,374,31679,599,602,467,54231,26.8,22368,8429,Website,18-35,2018-05-07 02:52:00,F0638F5C6F104A025724034CFFDBF6D07823C2404638A8A75654572C8FBC4278,46955
5464,0,0,0,0,0,0,1,1,163,67341,618,560,400,63767,28.8,22924,10526,Website,18-35,2018-02-20 20:39:00,892D619DAC03AE535CA648AF95C33ACF442FF5478A404003CF6F7D0C21E67206,27947
5465,0,0,0,0,0,0,1,0,299,61575,606,596,360,42806,37.3,30621,12423,ThirdPartyListing,45-55,2018-01-13 15:04:00,6460747EC1705FFEB148BD8919A2D8513211C1F9A386CF50C169E25CB7C9A1B5,39465
5466,1,0,0,0,0,0,1,0,277,46209,597,623,229,22402,26.6,28633,6324,Website,45-55,2018-03-27 16:48:00,,32792
5467,0,0,0,1,1,0,1,0,314,61054,620,631,341,51840,27.2,21926,6762,Website,18-35,2018-01-16 13:41:00,2C96450940E7EB7866EC6C2C29719A9F874F0824B4B5471437A392074E998692,44680
5468,0,0,0,0,0,1,1,0,321,53231,685,715,352,68672,30.1,27338,8213,Website,45-55,2018-05-02 15:50:00,C26D1CB2E5C5D678D02FFA26E9597B197AE3EDE9F5EABC7C9C639A82E01E3290,51712
5469,0,0,0,0,0,0,0,1,208,41550,632,509,377,37424,33.4,18614,8031,Website,65+,2018-04-21 23:38:00,375A01FAF300C793E7EF3CEDFDA063523C7F4ADE0F20B8F9035FFADEAD31D2BA,45804
5470,0,0,0,0,1,1,0,0,403,44244,636,679,343,29529,23.4,22789,5954,Website,35-45,2018-03-28 09:26:00,7B0EBBCEF1B8C9BE474D787C9FCB8780B99B2F6046900C3B04AA2A6B6A27E029,45212
5471,0,0,0,1,0,0,1,0,231,48432,611,609,314,52547,23.9,24139,8760,ThirdPartyListing,18-35,2018-01-08 00:21:00,8578FBA3A4F0D3087768560961D5EFFBD144F2E45D39FAEF8B333BFC01B50EE1,28199
5472,0,0,0,0,0,1,1,0,282,52647,676,649,301,19761,29.9,20440,9888,Website,55-65,2018-02-03 15:43:00,2E0717F2B7202CD9AE8B1784CBC5F95EE21C7C414472E5D10218E8D7B15C85AC,25654
5473,0,0,0,0,0,1,1,0,368,57335,668,669,433,72749,24.8,27488,8494,ThirdPartyListing,55-65,2018-01-24 10:22:00,F2E689E07A6CD9E7E056ACDFCC9E5298C187D966CBA737D24BA10880E96273B1,40989
5474,0,0,0,1,0,1,0,0,366,64753,640,668,413,65818,25.4,27983,10599,ThirdPartyListing,18-35,2018-01-11 07:12:00,,23447
5475,0,0,0,0,0,0,0,0,342,74794,704,657,358,77939,25.1,29174,11760,Website,45-55,2018-03-03 00:14:00,25E8EF34604121CC246DA886B36F9F317E806323C8E809B50086BD3D9A29BED6,38543
5476,0,0,0,0,0,0,0,0,386,56890,657,631,309,48249,30,21250,16236,ThirdPartyListing,18-35,2018-03-22 09:56:00,1B123ACD778A1D23E49C674049EC97E580EFF3C7AC52670C43B8260571FFC9D7,52890
5477,0,0,0,0,0,0,0,0,270,31500,502,539,373,35441,34,32708,8098,Website,45-55,2018-01-18 01:39:00,019663D90F29D1590AEB7989E9343E4A788FD0B9C88D7AF1BD11433C4FAC9788,35381
5478,0,0,0,0,0,1,0,1,349,49313,603,598,340,32753,23.5,21917,11648,ThirdPartyListing,45-55,2018-03-30 21:32:00,52F275F6F004128C16F8FA3F561716C2B3435051B13C7F0C6A5836E5C300CD60,47127
5479,0,0,0,0,0,0,0,0,316,53804,691,719,458,65674,34.2,13340,10897,Website,65+,2018-04-20 20:02:00,865E349CAEAC09D3B4F013C9FECA6A6C46BFC8D0182DC8FCC102D9325D4FBBD6,31080
5480,0,0,0,0,0,0,0,0,367,48401,650,714,369,43558,32.8,18529,8105,ThirdPartyListing,45-55,2018-02-27 09:01:00,232977EBFE5AAD9B7C48DB6AE86DD1A5745134A4F58FD3ECA06F1EDA46EC8878,37957
5481,0,0,0,0,0,0,1,0,369,57841,700,660,329,29254,38.6,15599,8611,Website,18-35,2018-03-08 16:46:00,66C792DACDDE4A072F44E6A9B73D09CD73F91904909165A1BD94C60170824CDE,38977
