userid,saledatetime,StickerPrice,Odometer
4568,2018-03-01 10:56:00,24960,17488
4569,2018-03-27 21:36:00,19490,19847
4570,2018-03-20 00:32:00,15119,12536
4572,2018-03-09 18:35:00,35247,24574
4573,2018-03-18 06:33:00,36803,21041
4576,2018-06-06 21:46:00,20712,20213
4577,2018-05-16 15:32:00,18840,11652
4579,2018-06-19 01:13:00,27994,16398
4580,2018-01-22 12:15:00,18442,13532
4581,2018-06-04 00:09:00,26577,11973
4583,2018-06-09 10:39:00,33603,22081
4585,2018-05-01 01:54:00,25247,15574
4586,2018-05-30 06:42:00,28663,20599
4587,2018-04-20 19:36:00,36510,26953
4593,2018-03-29 21:49:00,21740,18522
4597,2018-05-22 04:57:00,22452,20735
4600,2018-01-31 18:45:00,25551,23665
4602,2018-01-11 21:57:00,12573,13772
4603,2018-05-02 22:27:00,29367,20810
4608,2018-03-06 01:00:00,28232,18470
4609,2018-05-19 21:00:00,12508,15752
4610,2018-04-30 04:18:00,29050,18715
4613,2018-03-23 23:21:00,31379,17414
4615,2018-03-24 13:10:00,23729,25119
4616,2018-04-18 04:57:00,15913,20774
4619,2018-04-25 13:18:00,27208,20162
4621,2018-03-07 01:14:00,36653,22996
4623,2018-03-21 05:52:00,32966,15890
4627,2018-01-31 21:30:00,31671,19501
4629,2018-03-07 14:01:00,35100,14530
4630,2018-05-01 02:42:00,28246,10474
4632,2018-04-04 23:17:00,20406,8122
4634,2018-06-15 15:23:00,29484,26845
4635,2018-01-25 09:37:00,31035,19310
4636,2018-05-01 04:37:00,20063,16019
4637,2018-03-22 19:18:00,12499,9750
4639,2018-03-07 00:31:00,30376,15113
4644,2018-05-07 11:31:00,20429,14129
4647,2018-02-16 10:23:00,26699,14010
4648,2018-03-05 19:02:00,30189,23057
4650,2018-06-20 08:27:00,36772,19032
4651,2018-04-26 08:48:00,19663,5899
4653,2018-02-24 19:59:00,30434,17130
4655,2018-03-10 04:52:00,32284,23685
4659,2018-05-27 10:07:00,27423,22227
4664,2018-03-22 19:15:00,20626,20188
4666,2018-05-11 11:53:00,30188,15056
4668,2018-02-12 01:15:00,35545,16663
4670,2018-02-15 22:14:00,12775,21833
4672,2018-03-19 20:42:00,22079,20624
4673,2018-06-07 18:54:00,34051,20215
4675,2018-02-11 23:20:00,18284,17485
4676,2018-04-04 01:07:00,24194,13258
4679,2018-03-20 12:30:00,34002,14201
4680,2018-03-30 21:37:00,31971,19591
4683,2018-05-20 17:36:00,17724,9317
4684,2018-05-17 08:00:00,21950,14585
4685,2018-05-02 08:05:00,33504,18051
4686,2018-04-12 05:00:00,12457,13737
4687,2018-04-19 13:34:00,33315,17995
4693,2018-04-17 19:30:00,23756,13127
4700,2018-05-16 03:14:00,31993,11598
4701,2018-02-25 18:32:00,35905,16772
4704,2018-04-01 13:52:00,35936,22781
4705,2018-04-26 13:22:00,16801,15040
4707,2018-05-17 00:55:00,35871,20761
4708,2018-04-29 07:55:00,19106,25732
4710,2018-05-14 10:51:00,16998,11099
4714,2018-01-29 06:10:00,19339,17802
4715,2018-04-27 12:07:00,36311,22893
4717,2018-01-29 05:51:00,30195,17058
4718,2018-05-18 13:25:00,30372,15112
4723,2018-03-30 13:51:00,21035,10311
4724,2018-03-27 13:55:00,34104,26231
4725,2018-04-02 23:34:00,15722,10717
4727,2018-05-08 04:03:00,16573,12972
4729,2018-04-20 15:33:00,25720,15716
4731,2018-03-28 04:47:00,18317,11495
4732,2018-03-25 20:35:00,21333,12400
4735,2018-03-24 19:12:00,27067,14120
4737,2018-05-11 03:34:00,20472,14142
4738,2018-05-21 10:43:00,32765,23829
4739,2018-02-15 05:34:00,21264,14379
4740,2018-05-23 01:43:00,36314,30894
4744,2018-03-15 09:56:00,18583,9575
4746,2018-04-25 05:46:00,27774,14332
4747,2018-01-28 20:22:00,25713,9714
4748,2018-05-21 09:31:00,28949,18685
4751,2018-04-17 15:04:00,12833,21850
4755,2018-06-17 10:08:00,13280,17984
4758,2018-02-24 15:26:00,12835,13850
4760,2018-06-09 23:13:00,17070,13121
4762,2018-05-13 09:48:00,12785,11835
4764,2018-03-13 07:25:00,23887,21166
4765,2018-04-22 08:08:00,29190,16757
4767,2018-02-05 21:33:00,29065,18720
4769,2018-03-08 12:15:00,18251,21475
4771,2018-02-18 03:33:00,25384,19615
4772,2018-05-31 17:52:00,19758,15927
4774,2018-05-06 19:19:00,14256,16277
4775,2018-06-03 18:59:00,15289,14587
4777,2018-02-22 13:58:00,20617,10185
4778,2018-03-12 22:17:00,12748,9825
4780,2018-04-11 03:14:00,35570,20671
4783,2018-03-26 17:32:00,29078,14723
4785,2018-01-27 17:25:00,19921,27976
4788,2018-06-03 10:33:00,15882,16765
4789,2018-01-27 17:04:00,27205,14161
4791,2018-05-29 13:34:00,22797,16839
4795,2018-03-23 19:40:00,13695,10108
4796,2018-03-26 05:25:00,18128,21439
4799,2018-06-23 03:25:00,16979,13094
4804,2018-04-06 22:08:00,17625,15287
4807,2018-01-30 22:47:00,19605,15881
4808,2018-05-19 21:13:00,21344,12403
4811,2018-03-12 22:42:00,16642,8993
4814,2018-04-24 22:35:00,22153,10646
4815,2018-05-01 23:06:00,26645,9993
4817,2018-06-03 07:13:00,21716,12515
4824,2018-05-01 08:16:00,23655,21097
4827,2018-04-29 21:45:00,34251,16275
4828,2018-01-11 08:39:00,23890,19167
4829,2018-03-07 02:18:00,34698,22409
4830,2018-04-26 08:58:00,17384,9215
4832,2018-06-03 21:24:00,28073,22422
4834,2018-05-05 15:43:00,36974,21092
4835,2018-04-05 05:32:00,26525,17958
4836,2018-04-12 05:45:00,27076,18123
4840,2018-02-03 03:32:00,29800,18940
4842,2018-05-12 04:54:00,18979,25694
4843,2018-03-27 13:39:00,24630,17389
4844,2018-06-03 10:57:00,35018,20506
4845,2018-01-19 22:36:00,34786,24436
4849,2018-03-12 13:00:00,22891,24867
4851,2018-03-05 11:01:00,26051,19815
4852,2018-04-27 07:00:00,19605,11881
4853,2018-01-25 14:59:00,12045,17613
4857,2018-05-17 02:35:00,12520,19756
4858,2018-03-10 04:55:00,12698,17809
4859,2018-02-20 11:56:00,12632,13790
4861,2018-05-16 04:05:00,19906,23972
4865,2018-05-16 17:13:00,25126,17538
4867,2018-04-08 05:43:00,22475,18742
4868,2018-04-08 02:35:00,32653,25796
4869,2018-03-13 11:29:00,33090,21927
4870,2018-01-17 15:18:00,25529,27659
4871,2018-02-21 09:19:00,29550,16865
4876,2018-04-28 12:07:00,17869,11361
4878,2018-02-25 12:45:00,14459,20338
4883,2018-03-02 05:40:00,36188,14856
4885,2018-05-18 14:18:00,31602,19480
4886,2018-06-03 19:23:00,18486,11546
4887,2018-05-24 18:54:00,13766,8130
4888,2018-06-08 00:31:00,13370,14011
4889,2018-04-03 11:06:00,17532,11260
4892,2018-01-28 02:58:00,27127,14138
4895,2018-04-06 21:54:00,31092,15328
4898,2018-03-21 14:58:00,24251,19275
4901,2018-02-17 18:52:00,22199,18660
4903,2018-03-23 12:32:00,34482,22345
4904,2018-03-12 07:03:00,26198,13859
4907,2018-05-08 21:29:00,14972,18492
4909,2018-04-03 09:45:00,15709,14713
4910,2018-05-27 08:24:00,34687,16406
4912,2018-05-16 19:10:00,21423,10427
4914,2018-05-10 23:12:00,32139,13642
4916,2018-05-10 08:18:00,27494,10248
4919,2018-03-25 09:21:00,28724,16617
4920,2018-05-05 19:42:00,35116,26535
4921,2018-03-28 06:32:00,28970,14691
4922,2018-04-04 09:46:00,28609,18583
4924,2018-01-19 08:27:00,13103,11931
4925,2018-05-17 15:39:00,12032,11610
4926,2018-05-25 19:01:00,29846,18954
4927,2018-02-18 15:33:00,33455,14036
4929,2018-01-22 16:02:00,16159,16848
4930,2018-04-03 08:51:00,14113,8234
4931,2018-06-11 06:04:00,33951,16185
4933,2018-05-07 12:11:00,24570,33371
4939,2018-06-21 10:59:00,18426,13528
4943,2018-04-02 14:47:00,35222,22567
4944,2018-05-22 22:22:00,29319,8796
4945,2018-02-16 20:51:00,14318,14295
4951,2018-03-03 07:53:00,13216,7965
4952,2018-04-10 19:52:00,33068,17920
4953,2018-02-20 00:32:00,36810,17043
4955,2018-03-18 22:05:00,26003,19801
4957,2018-04-16 04:01:00,33903,20171
4959,2018-04-23 05:08:00,21622,8487
4960,2018-04-30 04:48:00,34208,20262
4961,2018-03-02 23:54:00,18012,11404
4963,2018-03-10 11:13:00,17676,7303
4964,2018-03-06 23:23:00,25989,17797
4965,2018-05-07 13:37:00,23397,19019
4970,2018-04-23 14:57:00,36494,24948
4976,2018-06-14 08:36:00,21050,24315
4983,2018-04-18 12:56:00,22314,22694
4984,2018-04-04 03:27:00,13014,19904
4986,2018-03-24 07:59:00,15602,20681
4988,2018-04-22 16:45:00,12301,17690
4989,2018-06-07 12:44:00,28338,24501
4991,2018-03-30 23:30:00,34810,30443
4993,2018-04-26 11:16:00,23868,17161
4994,2018-02-02 00:01:00,36495,16948
4998,2018-06-15 13:25:00,19139,9742
4999,2018-04-01 16:54:00,15630,16689
5000,2018-04-13 03:59:00,31242,15373
5002,2018-04-03 23:02:00,22836,18851
5213,2018-04-27 15:51:00,30006,23002
5214,2018-04-18 07:25:00,25680,17704
5216,2018-04-28 16:25:00,36062,26819
5218,2018-04-15 03:52:00,28978,16693
5219,2018-04-22 01:40:00,18309,15493
5220,2018-03-06 05:47:00,23218,10965
5221,2018-03-13 08:22:00,29362,12809
5222,2018-05-24 11:22:00,22021,14606
5223,2018-03-05 10:48:00,16120,16836
5224,2018-02-26 20:21:00,13103,9931
5226,2018-03-15 10:02:00,20391,22117
5228,2018-05-01 12:44:00,25783,19735
5231,2018-04-24 23:33:00,35834,20750
5233,2018-03-03 05:14:00,18460,7538
5237,2018-06-21 08:42:00,14660,16398
5242,2018-03-02 12:31:00,13574,20072
5244,2018-04-05 18:30:00,19299,23790
5245,2018-05-26 23:33:00,13511,14053
5249,2018-02-09 18:42:00,26714,18014
5250,2018-03-26 18:42:00,32273,23682
5252,2018-06-10 13:31:00,27889,18367
5253,2018-02-06 20:44:00,17961,13388
5255,2018-04-03 19:55:00,36705,19011
5257,2018-04-19 04:27:00,30355,25106
5258,2018-04-04 11:53:00,35603,20681
5259,2018-05-08 21:27:00,26705,10011
5261,2018-03-01 14:13:00,15054,16516
5263,2018-03-08 18:15:00,30287,23086
5264,2018-05-20 09:11:00,18797,17639
5266,2018-03-13 23:18:00,36564,26969
5269,2018-02-01 13:53:00,17837,9351
5271,2018-04-19 12:06:00,30071,11021
5273,2018-04-12 06:59:00,17554,15266
5274,2018-02-22 11:19:00,18891,19667
5276,2018-03-30 12:58:00,25632,19689
5277,2018-05-07 02:27:00,33714,22114
5278,2018-04-20 05:43:00,25241,29572
5280,2018-03-22 17:20:00,14384,22315
5281,2018-02-08 14:25:00,27236,14171
5283,2018-06-09 00:29:00,14456,18337
5284,2018-05-22 09:53:00,13277,17983
5287,2018-03-29 05:43:00,27524,12257
5288,2018-05-27 00:56:00,28297,20489
5289,2018-05-25 00:42:00,27799,16340
5290,2018-04-11 03:13:00,18974,13692
5295,2018-06-10 15:26:00,28023,16407
5299,2018-03-26 01:38:00,30788,19236
5302,2018-03-31 20:35:00,32758,23828
5305,2018-04-24 19:31:00,29528,20859
5306,2018-02-04 04:09:00,35996,26799
5307,2018-05-31 02:05:00,29384,16815
5309,2018-02-12 22:19:00,14992,18498
5310,2018-02-16 00:01:00,33099,29930
5311,2018-03-21 09:15:00,15104,12531
5313,2018-05-25 22:48:00,30484,23145
5317,2018-04-02 12:49:00,23688,15106
5320,2018-04-03 21:47:00,29252,16776
5321,2018-04-08 17:31:00,33232,15970
5324,2018-03-30 13:48:00,29653,14896
5326,2018-05-08 10:01:00,34279,20284
5327,2018-04-30 13:02:00,13842,26153
5331,2018-04-11 09:39:00,35393,20618
5332,2018-05-13 15:29:00,35068,14520
5333,2018-04-30 18:56:00,25975,13792
5335,2018-06-24 19:45:00,15930,12779
5336,2018-06-03 22:39:00,32442,25733
5338,2018-01-19 14:14:00,21544,8463
5339,2018-06-16 00:55:00,35797,24739
5344,2018-04-02 11:46:00,35418,24625
5345,2018-03-31 23:32:00,36028,28808
5347,2018-06-09 17:45:00,12918,9875
5348,2018-03-28 20:24:00,29299,14790
5351,2018-05-23 08:16:00,18734,19620
5353,2018-02-09 09:21:00,35231,16569
5355,2018-05-19 03:31:00,24625,23387
5356,2018-04-17 15:51:00,14859,18458
5357,2018-02-03 07:06:00,28320,16496
5358,2018-06-08 20:55:00,35364,18609
5360,2018-03-04 10:15:00,28835,22651
5361,2018-03-30 05:50:00,33602,22080
5363,2018-04-16 13:24:00,19381,17814
5371,2018-02-26 12:54:00,23302,16991
5372,2018-03-22 14:16:00,29395,22818
5373,2018-03-24 09:40:00,19304,21791
5374,2018-03-15 07:03:00,17065,13119
5375,2018-02-05 15:33:00,35168,22550
5377,2018-04-19 21:14:00,20651,14195
5378,2018-02-06 08:01:00,13724,6117
5379,2018-01-14 09:07:00,13905,16172
5380,2018-06-26 19:30:00,13299,9990
5384,2018-05-02 21:24:00,20311,18093
5389,2018-02-02 11:29:00,20465,14140
5390,2018-01-26 01:10:00,12295,19688
5399,2018-01-10 10:07:00,34677,22403
5400,2018-04-25 12:36:00,21266,14380
5401,2018-04-13 11:06:00,23381,27014
5402,2018-05-16 06:15:00,36436,18931
5404,2018-02-04 14:35:00,31167,25350
5406,2018-01-29 07:46:00,13855,16156
5407,2018-06-18 17:09:00,12173,17652
5410,2018-04-22 19:29:00,29128,24738
5412,2018-03-13 23:07:00,30464,13139
5418,2018-02-04 23:18:00,31730,25519
5419,2018-03-26 02:50:00,12791,3837
5420,2018-06-04 03:05:00,18320,17496
5421,2018-03-06 16:03:00,31686,11506
5423,2018-04-29 22:41:00,18753,19626
5424,2018-01-22 16:51:00,19294,13788
5428,2018-03-13 18:21:00,35963,20789
5434,2018-02-20 09:54:00,31634,17490
5439,2018-05-01 10:02:00,18215,9464
5443,2018-05-15 09:04:00,24858,13457
5446,2018-05-29 03:56:00,25592,17678
5447,2018-03-31 21:52:00,23725,19117
5450,2018-03-07 16:44:00,22045,22614
5452,2018-03-15 20:31:00,23645,17094
5454,2018-05-29 19:34:00,34302,18291
5455,2018-04-02 14:50:00,27906,18372
5459,2018-03-31 12:13:00,14264,14279
5460,2018-06-16 04:24:00,25391,15617
5461,2018-03-04 21:21:00,30613,19184
5462,2018-04-11 23:59:00,15359,22608
5463,2018-06-11 08:57:00,16594,14978
5465,2018-01-20 20:51:00,21758,16527
5469,2018-05-04 22:12:00,34614,20384
5470,2018-04-19 20:56:00,16154,12846
5472,2018-03-10 03:07:00,36783,25035
5473,2018-03-07 10:09:00,27494,10248
5474,2018-02-10 10:04:00,32708,23812
5479,2018-05-23 09:07:00,26791,22037
5480,2018-04-16 13:54:00,36266,22880
5481,2018-04-14 02:13:00,36247,20874
5486,2018-04-15 22:17:00,22199,16660
5489,2018-05-07 10:36:00,21892,20568
5492,2018-06-01 22:55:00,21511,16453
5494,2018-04-02 02:16:00,21120,16336
5496,2018-03-23 01:26:00,15326,12598
5500,2018-04-17 09:04:00,32864,17859
5503,2018-04-12 07:57:00,36680,11004
5504,2018-04-28 23:46:00,29194,20758
5506,2018-05-30 09:00:00,33770,20131
5507,2018-05-23 05:40:00,30158,21047
5511,2018-06-06 15:41:00,15359,6608
5512,2018-03-16 22:33:00,28875,14663
5513,2018-03-02 13:54:00,14398,8319
5515,2018-01-20 10:20:00,27672,20302
5516,2018-01-19 16:52:00,36663,16999
5517,2018-04-14 09:38:00,14761,26428
5525,2018-01-31 19:38:00,15222,18566
5527,2018-03-11 00:49:00,23822,13147
5528,2018-04-14 06:07:00,28527,16558
5529,2018-06-01 09:32:00,22753,14826
5530,2018-02-06 04:29:00,13775,6132
5533,2018-02-13 15:49:00,28061,14418
5534,2018-06-10 18:56:00,30255,19076
5540,2018-04-10 02:42:00,20354,16106
5542,2018-04-02 00:11:00,27115,18134
5543,2018-02-01 14:54:00,15428,12629
5545,2018-02-05 02:26:00,30370,11111
5546,2018-03-27 19:24:00,19253,17776
5547,2018-05-08 23:03:00,33317,21995
5551,2018-03-30 10:55:00,33714,22114
5553,2018-05-03 10:14:00,32789,25837
5555,2018-04-25 06:39:00,25062,13519
5556,2018-04-22 17:06:00,17858,13357
5560,2018-04-22 19:52:00,33935,20181
5561,2018-03-03 14:37:00,15917,10775
5563,2018-02-14 14:54:00,24688,21406
5565,2018-03-06 00:19:00,29442,26833
5568,2018-04-30 22:30:00,35624,14687
5571,2018-04-23 05:14:00,17821,15346
5572,2018-02-25 23:34:00,27214,18164
5573,2018-02-13 20:41:00,23101,10930
5574,2018-01-26 03:59:00,24920,15476
5576,2018-06-14 04:14:00,29680,20904
5578,2018-06-24 15:13:00,27602,26280
5581,2018-05-16 07:07:00,20283,18085
5584,2018-02-24 14:23:00,16029,8809
5585,2018-03-28 18:55:00,35942,20783
5586,2018-05-19 04:07:00,12849,21855
5587,2018-05-10 13:10:00,30110,21033
5588,2018-04-08 01:46:00,33203,21961
5589,2018-02-15 02:35:00,15464,6639
5594,2018-04-09 12:50:00,34442,18333
5596,2018-03-10 20:16:00,19111,17733
5597,2018-04-04 14:13:00,13507,24052
5598,2018-06-12 17:03:00,31211,19363
5600,2018-03-19 18:40:00,28896,16669
5601,2018-03-12 21:40:00,19147,19744
5604,2018-06-07 08:39:00,32070,13621
5606,2018-03-21 07:53:00,32667,13800
5610,2018-05-16 01:34:00,32663,17799
5611,2018-04-28 20:16:00,15595,20679
5612,2018-02-21 02:35:00,16378,20913
5614,2018-04-12 21:09:00,31590,25477
5616,2018-05-29 20:22:00,25162,21549
5617,2018-04-10 07:33:00,27988,20396
5622,2018-02-18 05:54:00,22740,24822
5623,2018-05-11 16:38:00,19659,11898
5624,2018-03-27 06:06:00,26192,17858
5630,2018-02-23 03:16:00,18100,23430
5632,2018-03-31 14:32:00,23794,13138
5640,2018-03-28 05:39:00,30217,11065
5642,2018-05-12 01:46:00,31771,17531
5646,2018-03-06 16:00:00,24505,11352
5647,2018-04-13 16:07:00,24549,25365
5648,2018-02-10 04:25:00,27480,14244
5649,2018-03-28 21:48:00,15369,18611
5650,2018-02-25 15:23:00,35741,22722
5652,2018-03-16 01:49:00,34249,16275
5656,2018-03-12 03:05:00,16552,12966
5658,2018-03-11 05:46:00,19271,15781
5660,2018-03-23 07:37:00,14498,12349
5662,2018-03-20 17:52:00,27406,16222
5663,2018-03-07 00:15:00,28764,16629
5664,2018-05-08 01:07:00,22907,10872
5667,2018-02-15 06:38:00,21983,14595
5668,2018-01-23 10:31:00,21321,18396
5673,2018-04-16 04:29:00,35744,14723
5674,2018-02-05 12:23:00,27490,10247
5677,2018-02-04 20:33:00,35302,18591
5678,2018-04-16 15:24:00,16977,19093
5681,2018-06-13 14:43:00,27720,34316
5683,2018-05-12 14:54:00,18414,13524
5685,2018-05-22 15:53:00,20240,22072
5688,2018-03-29 08:25:00,34567,24370
5690,2018-04-20 03:31:00,22806,22842
5693,2018-03-19 20:49:00,13055,23916
5694,2018-04-14 16:35:00,28607,24582
5696,2018-03-22 09:13:00,22140,6642
5700,2018-03-15 23:35:00,12759,5828
5701,2018-03-18 18:06:00,12127,15638
5704,2018-04-02 03:07:00,23621,19086
5705,2018-04-06 17:01:00,16428,12928
5706,2018-03-04 10:39:00,16072,10822
5707,2018-03-07 16:08:00,35902,18770
5710,2018-02-18 13:22:00,30444,21133
5711,2018-06-06 07:41:00,12599,13780
5712,2018-02-11 11:00:00,25773,9732
5713,2018-01-31 01:17:00,29673,12902
5714,2018-05-09 15:43:00,31098,19329
5715,2018-02-26 19:36:00,16287,16886
5720,2018-03-05 13:15:00,28907,18672
5721,2018-02-25 09:14:00,30054,25016
5725,2018-02-13 19:17:00,19892,15968
5728,2018-04-20 03:50:00,29319,20796
5732,2018-04-25 13:11:00,29618,16885
5733,2018-05-17 23:48:00,14365,12310
5737,2018-04-23 15:37:00,35687,14706
5745,2018-03-10 18:30:00,34843,20453
5748,2018-06-28 20:41:00,28661,20598
5749,2018-04-14 13:11:00,14657,14397
5754,2018-05-02 13:14:00,24269,19281
5755,2018-01-29 11:44:00,28805,20641
5757,2018-03-02 06:16:00,28444,18533
5758,2018-06-15 19:11:00,21973,12592
5760,2018-04-20 01:49:00,19327,15798
5761,2018-05-17 12:14:00,19289,7787
5762,2018-04-15 12:56:00,27645,20293
5763,2018-03-01 12:45:00,25131,15539
5768,2018-02-14 13:14:00,32104,15631
5772,2018-06-15 20:30:00,25418,17625
5775,2018-04-14 07:48:00,21347,18404
5777,2018-04-25 02:42:00,24029,13209
5778,2018-04-12 11:20:00,14228,14268
5781,2018-05-27 00:38:00,12814,17844
5782,2018-03-26 18:35:00,27424,18227
5787,2018-06-06 12:48:00,16007,14802
5789,2018-01-27 05:40:00,36801,15040
5790,2018-03-10 22:52:00,24539,19362
5791,2018-03-29 06:58:00,22164,12649
5792,2018-03-31 03:56:00,33548,16064
5793,2018-06-11 18:38:00,34208,22262
5799,2018-02-14 20:50:00,33336,22001
5801,2018-04-29 21:41:00,22992,10898
5802,2018-02-12 15:02:00,21523,12457
5804,2018-02-17 07:40:00,14149,10245
5805,2018-04-15 18:45:00,24905,15471
5806,2018-02-01 07:06:00,16879,9064
5815,2018-05-21 08:44:00,16285,16886
5818,2018-05-01 16:53:00,24615,15385
5819,2018-03-25 08:37:00,25330,19599
5822,2018-02-24 22:13:00,26726,22018
5823,2018-05-09 18:03:00,27444,20233
5832,2018-04-05 06:46:00,20076,18023
5833,2018-05-20 04:08:00,15550,8665
5834,2018-03-04 01:24:00,35955,16787
5837,2018-05-06 15:06:00,18486,21546
6255,2018-05-24 03:28:00,18714,21614
6256,2018-02-07 00:00:00,27091,14127
6257,2018-04-10 23:10:00,20460,16138
6258,2018-05-08 01:57:00,36193,22858
6259,2018-02-10 09:48:00,21153,16346
6263,2018-05-23 00:07:00,35277,18583
6264,2018-03-02 02:57:00,22337,24701
6266,2018-05-01 19:05:00,24451,15335
6267,2018-05-16 11:26:00,17506,9252
6268,2018-05-27 04:03:00,16938,9081
6270,2018-05-07 01:40:00,32191,23657
6271,2018-05-11 21:54:00,22460,16738
6275,2018-03-07 12:14:00,30800,21240
6276,2018-02-19 23:03:00,33000,17900
6279,2018-05-02 12:32:00,17704,13311
6280,2018-04-27 18:10:00,33831,20149
6285,2018-04-28 06:47:00,31777,23533
6286,2018-04-05 10:56:00,20229,14069
6287,2018-04-16 20:41:00,19563,13869
6290,2018-05-22 15:56:00,19068,13720
6291,2018-03-31 00:18:00,35224,14567
6294,2018-04-04 12:06:00,12840,15852
6297,2018-06-09 20:25:00,28966,20690
6298,2018-04-26 05:51:00,21223,24367
6299,2018-02-18 08:05:00,22672,14802
6302,2018-03-14 03:13:00,15001,22500
6303,2018-04-04 19:51:00,22967,14890
6304,2018-05-16 00:44:00,30334,13100
6305,2018-05-01 07:04:00,15614,10684
6306,2018-04-14 08:06:00,30423,25127
6308,2018-02-26 03:58:00,13478,8043
6313,2018-02-05 20:55:00,19176,15753
6314,2018-02-28 23:31:00,16948,21084
6315,2018-05-08 10:35:00,30030,21009
6319,2018-03-25 08:26:00,19600,19880
6321,2018-03-30 14:21:00,21331,16399
6323,2018-05-08 20:34:00,31236,33371
6325,2018-02-12 10:48:00,22966,18890
6326,2018-02-15 18:38:00,34303,24291
6328,2018-04-27 02:39:00,33314,23994
6330,2018-02-09 07:25:00,17498,13249
6331,2018-05-16 15:12:00,25678,15703
6332,2018-04-26 17:31:00,17676,13303
6335,2018-03-26 22:05:00,34724,28417
6338,2018-05-27 12:17:00,13445,10033
6339,2018-03-04 16:35:00,33258,9977
6340,2018-04-13 13:48:00,16125,18837
6341,2018-02-08 23:16:00,13043,11913
6342,2018-04-30 12:27:00,27557,20267
6346,2018-05-30 01:22:00,17354,15206
6347,2018-02-15 16:07:00,33460,28038
6352,2018-03-26 08:39:00,26009,23803
6353,2018-05-08 14:59:00,26656,17997
6354,2018-04-10 23:51:00,19391,13817
6357,2018-05-24 07:33:00,20687,12206
6358,2018-05-29 03:30:00,14127,14238
6361,2018-01-15 07:59:00,30251,15075
6362,2018-04-15 22:16:00,28130,12439
6364,2018-03-07 04:30:00,33384,24015
6368,2018-03-06 23:48:00,25213,11564
6369,2018-03-14 23:25:00,12127,11638
6372,2018-05-04 04:01:00,32995,17898
6373,2018-01-28 20:27:00,13389,14017
6374,2018-02-16 18:46:00,18759,19628
6379,2018-03-22 21:17:00,24869,21461
6380,2018-04-14 00:25:00,12592,13778
6386,2018-06-17 01:15:00,18854,13656
6387,2018-02-16 12:54:00,21333,14400
6389,2018-05-21 07:48:00,14069,20221
6390,2018-03-18 08:07:00,29561,16868
6391,2018-05-02 22:28:00,24605,17382
6395,2018-04-19 19:00:00,36305,20892
6396,2018-02-27 04:47:00,20848,18254
6401,2018-02-22 18:22:00,23745,15123
6402,2018-03-14 13:49:00,23602,17081
6405,2018-05-18 18:17:00,36651,20995
6406,2018-05-06 07:22:00,12207,11662
6414,2018-02-26 07:23:00,19824,23947
6415,2018-05-31 22:36:00,19515,17854
6417,2018-03-08 20:14:00,18205,17461
6418,2018-03-05 07:56:00,12124,21637
6421,2018-04-11 10:56:00,20902,14271
6423,2018-04-15 22:45:00,17347,15204
6427,2018-06-01 13:47:00,20707,24212
6428,2018-02-07 14:53:00,13030,11909
6429,2018-02-20 15:14:00,34741,18422
6430,2018-03-30 16:49:00,12000,13600
6432,2018-02-07 03:24:00,15877,14763
6434,2018-02-18 06:34:00,16082,8825
6437,2018-04-08 16:33:00,18539,11562
6443,2018-04-08 07:08:00,34122,16237
6446,2018-05-24 11:57:00,30345,23104
6449,2018-05-04 12:10:00,18906,13672
6450,2018-04-17 07:04:00,17008,13102
6452,2018-02-01 02:30:00,17529,21259
6455,2018-05-20 20:35:00,34824,28447
6456,2018-02-17 00:55:00,23803,19141
6459,2018-05-08 07:03:00,22098,8629
6462,2018-04-28 02:45:00,34684,28405
6468,2018-03-08 02:59:00,26901,16070
6472,2018-05-04 12:50:00,19368,11810
6474,2018-06-02 20:53:00,15539,16662
6476,2018-03-20 20:20:00,21998,20599
6479,2018-02-12 15:31:00,25152,25546
6480,2018-04-16 13:38:00,33348,20005
6483,2018-04-24 17:07:00,36752,25026
6485,2018-03-15 14:41:00,32906,13872
6486,2018-02-24 03:55:00,17581,13274
6488,2018-03-08 00:42:00,13959,10188
6489,2018-03-28 16:03:00,21781,14534
6493,2018-04-30 10:38:00,34094,20228
6494,2018-03-14 08:01:00,15374,12612
6495,2018-03-16 14:22:00,17133,23140
6496,2018-05-24 18:50:00,20358,6107
6498,2018-03-03 13:38:00,36198,18859
6501,2018-05-31 00:08:00,12238,5671
6503,2018-04-22 17:42:00,18517,15555
6504,2018-06-14 21:27:00,34268,16281
6507,2018-03-19 15:59:00,15774,14732
6509,2018-01-12 19:44:00,15821,16746
6510,2018-06-17 04:15:00,23787,9136
6512,2018-04-18 01:13:00,19690,13907
6514,2018-06-18 19:57:00,12245,9674
6518,2018-03-14 22:35:00,32394,15718
6519,2018-04-21 14:36:00,15184,10555
6522,2018-04-13 17:07:00,15405,10622
6523,2018-04-18 02:24:00,15777,18733
6527,2018-04-30 03:55:00,27593,16278
6528,2018-02-04 09:13:00,15681,10704
6530,2018-03-03 09:14:00,30371,13111
6531,2018-03-17 20:46:00,18607,11582
6534,2018-05-25 09:29:00,27759,20328
6535,2018-02-20 20:18:00,26260,17878
6537,2018-04-28 22:47:00,21361,14408
6538,2018-04-30 21:16:00,17714,7314
6539,2018-02-06 17:28:00,35390,18617
6541,2018-05-15 16:22:00,19962,15989
6543,2018-04-26 05:41:00,28162,26449
6545,2018-02-22 23:50:00,15158,14547
